"id","step","substep","model","heatpump","tank_number","power","version","bypass","status","created_at"
"032101000001000222915718","9","0","200S","Baxi Polska",,"Sama Szafa","standard","według schematu",NULL,"2022-03-04 10:04:56"
"032101000001000222933453","9","0","200S","Gree",,"8 kW","standard","według schematu",NULL,"2022-03-02 07:50:24"
"032101000001000222951263","3","0",,,," "," "," ",NULL,"2022-02-03 11:07:04"
"032101000001000222971517","8","0","200S","Pro",,"18 kW","standard","według schematu",NULL,"2022-02-14 10:31:04"
"032101000001000222978701","9","0","200S","Baxi Polska",,"Sama Szafa","standard","według schematu",NULL,"2022-03-04 10:10:29"
"032101000001000222983594","9","0","200S","Samsung",,"Sama Szafa","standard","według schematu",NULL,"2022-03-04 11:12:19"
"032101000001000321682106","9","0",NULL,NULL,NULL,NULL,NULL,NULL,"mounted",NULL
"032101000001000322008834","9","0","200S","Samsung",,"Sama Szafa","standard","według schematu",NULL,"2022-03-31 14:06:35"
"032101000001000322066300","9","0","200S","Samsung",,"Sama Szafa","standard","według schematu",NULL,"2022-03-15 13:17:45"
"032101000001000322092594","9","0","200S","Izzifast R290",,"3-12 kW","Standard*","bypass",NULL,"2022-03-28 13:58:40"
"032101000001000322094849","9","0","Bufor 200","BUFOR",,"BUFOR","BUFOR","Bufor",NULL,"2022-04-08 07:45:25"
"032101000001000322123362","9","0",NULL,NULL,NULL,NULL,NULL,NULL,"mounted",NULL
"032101000001000322123638","9","0","200S","Gree",,"8 kW","standard","według schematu",NULL,"2022-03-28 09:12:46"
"032101000001000322215233","9","0","200S","Samsung",,"Sama Szafa","standard","według schematu",NULL,"2022-03-11 11:34:48"
"032101000001000322232719","9","0",NULL,NULL,NULL,NULL,NULL,NULL,"mounted",NULL
"032101000001000322259733","9","0","200S","Samsung",,"Sama Szafa","standard","według schematu",NULL,"2022-03-11 07:42:47"
"032101000001000322314090","9","0","200S","Samsung",,"Sama Szafa","standard","według schematu",NULL,"2022-03-15 13:17:09"
"032101000001000322326720","9","0","Bufor 200","BUFOR",,"BUFOR","BUFOR","Bufor",NULL,"2022-03-30 09:17:01"
"032101000001000322339054","9","0","Bufor 200","BUFOR",,"BUFOR","BUFOR","Bufor",NULL,"2022-03-25 11:30:03"
"032101000001000322354717","9","0","200S","Gree",,"8 kW","standard","według schematu",NULL,"2022-03-30 09:17:52"
"032101000001000322374583","9","0","200S","Baxi Polska",,"Sama Szafa","ECO","według schematu",NULL,"2022-03-31 14:05:58"
"032101000001000322456483","9","0","200S","Baxi Polska",,"Sama Szafa","ECO","według schematu",NULL,"2022-03-31 14:06:07"
"032101000001000322458732","9","0","200S","KAISAI",,"Sama Szafa","standard","według schematu",NULL,"2022-03-09 14:10:43"
"032101000001000322527716","9","0","Bufor 200","BUFOR",,"BUFOR","BUFOR","Bufor",NULL,"2022-04-01 09:13:27"
"032101000001000322532902","9","0","200S","Samsung",,"Sama Szafa","standard","według schematu",NULL,"2022-04-01 09:13:59"
"032101000001000322556234","9","1","Bufor 200","BUFOR",,"BUFOR","BUFOR","Bufor",NULL,"2022-03-29 07:27:07"
"032101000001000322585601","9","0","200S","Samsung",,"Sama Szafa","standard","bypass","mounted","2022-03-29 07:27:35"
"032101000001000322588047","9","0","200S","Samsung",,"Sama Szafa","standard","bypass",NULL,"2022-03-15 12:32:21"
"032101000001000322597692","9","0","200S","Baxi Polska",,"Sama Szafa","standard","według schematu",NULL,"2022-03-29 13:33:15"
"032101000001000322605665","9","0","200S","Pro",,"7 kW","Standard*","według schematu",NULL,"2022-03-28 09:13:46"
"032101000001000322635640","9","0","200S","Panasonic",,"Sama Szafa","standard","według schematu",NULL,"2022-03-31 14:07:21"
"032101000001000322670454","3","0","200S","Pro",,"7 kW","Standard*","według schematu",NULL,"2022-03-31 14:06:47"
"032101000001000322672911","9","0",NULL,NULL,NULL,NULL,NULL,NULL,"mounted",NULL
"032101000001000322728918","9","0","200S","KAISAI",,"Sama Szafa","standard","według schematu",NULL,"2022-04-01 09:13:33"
"032101000001000322739703","9","0","200S","Rotenso",,"8 kW","standard","bypass",NULL,"2022-03-14 08:18:28"
"032101000001000322746104","9","0","200S","Panasonic",,"Sama Szafa","standard","według schematu",NULL,"2022-03-29 09:45:34"
"032101000001000322771352","9","0","200S","Baxi Polska",,"Sama Szafa","standard","według schematu",NULL,"2022-03-29 13:33:32"
"032101000001000322782367","7","0",,,," "," "," ",NULL,"2022-03-31 14:05:50"
"032101000001000322800135","3","0","200S","Pro",,"7 kW","Standard*","według schematu",NULL,"2022-03-31 14:07:13"
"032101000001000322805624","9","0","200S","Pro",,"7 kW","Standard*","według schematu",NULL,"2022-04-08 07:45:39"
"032101000001000322822238","9","0","200S","BUFOR",,"BUFOR","BUFOR","Bufor",NULL,"2022-03-30 08:57:46"
"032101000001000322855421","9","0","200S","Rotenso",,"Sama Szafa","standard","według schematu",NULL,"2022-03-31 14:06:23"
"032101000001000322871455","9","0","200S","Samsung",,"Sama Szafa","standard","według schematu","mounted","2022-04-01 09:13:40"
"032101000001000322911109","9","0","200S","Gree",,"8 kW","standard","według schematu",NULL,"2022-03-28 09:12:55"
"032101000001000322965442","9","0","200S","Rotenso",,"Sama Szafa","standard","bypass",NULL,"2022-03-29 07:27:26"
"032101000001000322978752","9","0","200S","Izzifast R290",,"3-12 kW","Standard*","według schematu",NULL,"2022-03-29 07:27:18"
"032101000001000322986196","9","0",NULL,NULL,NULL,NULL,NULL,NULL,"mounted",NULL
"032101000001000322994680","9","0","200S","Pro",,"7 kW","standard","według schematu",NULL,"2022-03-30 09:19:14"
"032101000001000421269820","9","0",NULL,NULL,NULL,NULL,NULL,NULL,"mounted",NULL
"032101000001000421551961","9","0",,,NULL,NULL,,,"mounted",NULL
"032101000001000421693711","9","0",NULL,NULL,NULL,NULL,NULL,NULL,"mounted",NULL
"032101000001000421968714","9","0",,,NULL,NULL,,,"mounted",NULL
"032101000001000422005955","9","0","200S","Pro",,"18 kW","Standard*","bypass",NULL,"2022-04-13 09:00:44"
"032101000001000422022244","9","0","200S","Samsung",,"Sama Szafa","standard","według schematu",NULL,"2022-04-05 11:37:35"
"032101000001000422023018","9","0",NULL,NULL,NULL,NULL,NULL,NULL,"mounted",NULL
"032101000001000422024432","9","0","200S","Samsung",,"Sama Szafa","standard","bypass",NULL,"2022-04-12 10:40:16"
"032101000001000422026475","9","0","200S","Samsung",,"Sama Szafa","standard","według schematu",NULL,"2022-04-05 11:38:01"
"032101000001000422047991","9","0",NULL,NULL,NULL,NULL,NULL,NULL,"mounted",NULL
"032101000001000422055783","9","0","200S","Haier",,"Sama Szafa","standard","według schematu",NULL,"2022-04-05 11:38:59"
"032101000001000422068087","9","0","200S","Samsung",,"Sama Szafa","standard","według schematu",NULL,"2022-04-14 09:17:21"
"032101000001000422070200","9","0","200S","Pro",,"18 kW","Standard*","według schematu","mounted","2022-04-13 09:00:04"
"032101000001000422097478","9","0","200S","Samsung",,"12 kW","standard","według schematu",NULL,"2022-04-28 07:49:21"
"032101000001000422112571","9","0","200S","Pro",,"18 kW","Standard*","według schematu",NULL,"2022-04-28 08:54:52"
"032101000001000422141069","9","0","200S","Gree",,"8 kW","standard","według schematu","mounted","2022-04-05 11:36:20"
"032101000001000422141231","9","0","Bufor 200","BUFOR",,"BUFOR","BUFOR","Bufor",NULL,"2022-04-28 08:40:02"
"032101000001000422171173","9","0",NULL,NULL,NULL,NULL,NULL,NULL,"mounted",NULL
"032101000001000422180118","9","0","200S","BUFOR",,"BUFOR","BUFOR","Bufor",NULL,"2022-04-05 11:36:01"
"032101000001000422182115","9","0","Bufor 200","BUFOR",,"BUFOR","BUFOR","Bufor",NULL,"2022-04-13 08:59:02"
"032101000001000422183746","3","0","200S","Pro",,"7 kW","Standard*","bypass",NULL,"2022-04-13 08:58:43"
"032101000001000422196787","9","0","200S","Samsung",,"Sama Szafa","standard","według schematu","mounted","2022-04-05 13:24:57"
"032101000001000422210187","9","0","Bufor 200","BUFOR",,"BUFOR","BUFOR","Bufor",NULL,"2022-04-28 08:11:19"
"032101000001000422210612","9","0","200S","Samsung",,"Sama Szafa","standard","według schematu",NULL,"2022-04-05 11:36:50"
"032101000001000422217268","8","0","200S","Pro",,"18 kW","standard","według schematu",NULL,"2022-04-28 08:36:54"
"032101000001000422225338","9","0","Bufor 200","BUFOR",,"BUFOR","BUFOR","Bufor",NULL,"2022-04-13 09:00:35"
"032101000001000422227141","9","0","200S","Gree",,"8 kW","standard","według schematu",NULL,"2022-04-05 11:36:13"
"032101000001000422233263","9","0","200S","AMS",,"Sama Szafa","Standard*","według schematu",NULL,"2022-04-05 11:35:52"
"032101000001000422235939","9","0","200S","Samsung",,"Sama Szafa","standard","według schematu",NULL,"2022-04-05 11:38:08"
"032101000001000422240771","9","0",NULL,NULL,NULL,NULL,NULL,NULL,"mounted",NULL
"032101000001000422243654","9","0","Bufor 200","BUFOR",,"BUFOR","BUFOR","Bufor",NULL,"2022-04-07 08:19:15"
"032101000001000422290793","9","0","200S","Samsung",,"Sama Szafa","standard","według schematu","mounted","2022-04-28 09:08:58"
"032101000001000422292677","8","0","200S","Izzifast R290",,"3-12 kW","Standard*","według schematu",NULL,"2022-04-13 12:35:57"
"032101000001000422298737","9","0","200S","MIDEA",,"Sama Szafa","standard","bypass","mounted","2022-04-05 11:38:42"
"032101000001000422312045","9","0","200S","Haier",,"Sama Szafa","standard","według schematu",NULL,"2022-04-05 11:39:17"
"032101000001000422321007","9","0","200S","Haier",,"Sama Szafa","standard","według schematu",NULL,"2022-04-05 11:39:26"
"032101000001000422343734","9","0","200S","Samsung",,"Sama Szafa","standard","według schematu",NULL,"2022-04-28 09:04:59"
"032101000001000422359548","3","0","200S","Pro",,"7 kW","Standard*","bypass",NULL,"2022-04-13 08:59:39"
"032101000001000422362930","9","0","200S","Pro",,"18 kW","Standard*","według schematu",NULL,"2022-04-13 08:59:47"
"032101000001000422368398","9","0","200S","Gree",,"8 kW","standard","według schematu",NULL,"2022-04-28 07:44:46"
"032101000001000422385359","9","0","200S","Haier",,"Sama Szafa","standard","według schematu",NULL,"2022-04-05 11:39:07"
"032101000001000422421671","9","0","Bufor 200","BUFOR",,"BUFOR","BUFOR","Bufor",NULL,"2022-04-28 09:26:43"
"032101000001000422425591","9","0","200S","KAISAI",,"Sama Szafa","standard","według schematu",NULL,"2022-04-12 10:32:12"
"032101000001000422445272","9","0","200S","Samsung",,"Sama Szafa","standard","według schematu",NULL,"2022-04-21 09:37:16"
"032101000001000422460865","9","0","200S","Rotenso",,"Sama Szafa","standard","według schematu",NULL,"2022-04-05 11:31:55"
"032101000001000422467357","9","0","200S","Baxi Polska",,"Sama Szafa","standard","według schematu","mounted","2022-04-28 07:57:52"
"032101000001000422493451","8","0","Bufor 200","BUFOR",,"BUFOR","BUFOR","Bufor",NULL,"2022-04-21 09:40:18"
"032101000001000422497608","9","0","200S","Samsung",,"Sama Szafa","standard","według schematu",NULL,"2022-04-07 08:19:22"
"032101000001000422502255","9","0","200S","Samsung",,"Sama Szafa","standard","według schematu","mounted","2022-04-05 11:37:16"
"032101000001000422504484","8","0","200S","Samsung",,"Sama Szafa","standard","według schematu",NULL,"2022-04-28 07:47:25"
"032101000001000422507404","9","0","200S","Pro",,"18 kW","standard","według schematu",NULL,"2022-04-21 09:57:57"
"032101000001000422510964","9","0","200S","Samsung",,"Sama Szafa","standard","według schematu","mounted","2022-04-13 08:06:57"
"032101000001000422513019","9","0",NULL,NULL,NULL,NULL,NULL,NULL,"mounted",NULL
"032101000001000422513090","9","0","200S","MIDEA",,"Sama Szafa","standard","według schematu",NULL,"2022-04-13 08:59:22"
"032101000001000422519067","9","0","200S","Baxi Polska",,"Sama Szafa","standard","według schematu",NULL,"2022-04-28 07:55:41"
"032101000001000422529315","9","0","200S","Samsung",,"Sama Szafa","standard","według schematu",NULL,"2022-04-05 11:36:34"
"032101000001000422538876","9","0","Bufor 200","BUFOR",,"BUFOR","BUFOR","Bufor",NULL,"2022-04-21 10:07:58"
"032101000001000422544086","9","0",NULL,NULL,NULL,NULL,NULL,NULL,"mounted",NULL
"032101000001000422549431","9","0",NULL,NULL,NULL,NULL,NULL,NULL,"mounted",NULL
"032101000001000422554287","9","0",NULL,NULL,NULL,NULL,NULL,NULL,"mounted",NULL
"032101000001000422557488","3","0",,,," "," "," ",NULL,"2022-04-08 08:11:02"
"032101000001000422557935","9","0","200S","Panasonic",,"Sama Szafa","standard","według schematu",NULL,"2022-04-13 08:58:50"
"032101000001000422568693","9","0","200S","Pro",,"18 kW","standard","bypass",NULL,"2022-04-21 09:47:43"
"032101000001000422577695","9","0",NULL,NULL,NULL,NULL,NULL,NULL,"mounted",NULL
"032101000001000422607286","9","0","200S","Haier",,"Sama Szafa","standard","według schematu",NULL,"2022-04-05 11:39:54"
"032101000001000422641123","9","0","200S","Pro",,"7 kW","Standard*","według schematu",NULL,"2022-04-13 09:01:03"
"032101000001000422655014","6","0","200S","Izzifast R290",,"Sama Szafa","standard","według schematu",NULL,"2022-04-28 08:09:31"
"032101000001000422676003","9","0","200S","Samsung",,"Sama Szafa","standard","według schematu",NULL,"2022-04-05 11:36:27"
"032101000001000422705278","9","0","200S","Gree",,"Sama Szafa","standard","według schematu",NULL,"2022-04-21 09:45:01"
"032101000001000422728295","3","0","200S","Samsung",,"Sama Szafa","standard","według schematu",NULL,"2022-04-28 08:12:51"
"032101000001000422731494","9","0",NULL,NULL,NULL,NULL,NULL,NULL,"mounted",NULL
"032101000001000422734151","9","0","Bufor 200","BUFOR",,"BUFOR","BUFOR","Bufor",NULL,"2022-04-28 08:57:48"
"032101000001000422743837","9","0","200S","Pro",,"18 kW","Standard*","bypass",NULL,"2022-04-13 12:46:05"
"032101000001000422766099","9","0","200S","Samsung",,"Sama Szafa","standard","według schematu",NULL,"2022-04-28 09:18:45"
"032101000001000422784311","8","0","200S","Samsung",,"Sama Szafa","standard","według schematu","mounted","2022-04-28 09:07:33"
"032101000001000422793495","9","0","200S","Samsung",,"Sama Szafa","standard","według schematu",NULL,"2022-04-05 11:38:16"
"032101000001000422796023","9","0","200S","SOLAR ENERGY",,"Sama Szafa","Standard*","według schematu",NULL,"2022-04-06 06:54:41"
"032101000001000422796773","9","0","200S","Samsung",,"Sama Szafa","standard","według schematu",NULL,"2022-04-05 11:36:58"
"032101000001000422798676","9","0","200S","Pro",,"18 kW","Standard*","według schematu","mounted","2022-04-07 08:19:48"
"032101000001000422799611","9","0","200S","Samsung",,"12 kW","standard","według schematu",NULL,"2022-04-08 12:18:23"
"032101000001000422799989","9","0","200S","Ricom",,"Sama Szafa","standard","według schematu",NULL,"2022-04-05 11:34:41"
"032101000001000422815780","9","0","200S","Pro",,"18 kW","Standard*","według schematu","mounted","2022-04-07 08:19:29"
"032101000001000422830805","9","0","200S","Samsung",,"Sama Szafa","standard","według schematu","mounted","2022-04-21 09:43:09"
"032101000001000422831518","9","0","Bufor 200","BUFOR",,"BUFOR","BUFOR","Bufor",NULL,"2022-04-07 08:19:38"
"032101000001000422832457","9","0",NULL,NULL,NULL,NULL,NULL,NULL,"mounted",NULL
"032101000001000422842147","9","0","200S","Pro",,"7 kW","standard","według schematu",NULL,"2022-04-05 13:04:18"
"032101000001000422864117","9","0",NULL,NULL,NULL,NULL,NULL,NULL,"mounted",NULL
"032101000001000422891184","9","0","200S","Samsung",,"Sama Szafa","standard","według schematu",NULL,"2022-04-05 11:37:08"
"032101000001000422900586","9","0",NULL,NULL,NULL,NULL,NULL,NULL,"mounted",NULL
"032101000001000422906871","6","0","200S","Izzifast R290",,"Sama Szafa","standard","według schematu",NULL,"2022-04-28 08:01:45"
"032101000001000422913448","9","0","200S","Gree",,"8 kW","standard","według schematu",NULL,"2022-04-05 13:13:56"
"032101000001000422922396","9","0",NULL,NULL,NULL,NULL,NULL,NULL,"mounted",NULL
"032101000001000422957739","9","0","200S","Pro",,"7 kW","standard","według schematu",NULL,"2022-04-28 09:14:18"
"032101000001000422972516","9","0","200S","Samsung",,"Sama Szafa","standard","według schematu",NULL,"2022-04-28 08:14:24"
"032101000001000422972757","9","0","200S","Samsung",,"Sama Szafa","standard","według schematu",NULL,"2022-04-05 11:40:13"
"032101000001000422981979","9","0","200S","Pro",,"7 kW","standard","według schematu",NULL,"2022-04-22 08:40:28"
"032101000001000422988942","9","0","200S","Haier",,"Sama Szafa","standard","według schematu",NULL,"2022-04-05 11:38:52"
"032101000001000521060811","9","0",NULL,NULL,NULL,NULL,NULL,NULL,"mounted",NULL
"032101000001000521238631","9","0",,,NULL,NULL,,,"mounted",NULL
"032101000001000521636940","9","0",NULL,NULL,NULL,NULL,NULL,NULL,"mounted",NULL
"032101000001000521739599","9","0",NULL,NULL,NULL,NULL,NULL,NULL,"mounted",NULL
"032101000001000521836940","9","0",,,NULL,NULL,,,"mounted",NULL
"032101000001000521899043","9","0",,,NULL,NULL,,,"mounted",NULL
"032101000001000522001435","9","0","200S","Izzifast R290",,"3-12 kW","standard","według schematu",NULL,"2022-05-30 13:07:55"
"032101000001000522006373","9","0","200S","Heating",,"Sama Szafa","standard","według schematu",NULL,"2022-05-12 13:08:06"
"032101000001000522008560","9","0",NULL,NULL,NULL,NULL,NULL,NULL,"mounted",NULL
"032101000001000522015704","9","0","200S","Samsung",,"Sama Szafa","standard","według schematu",NULL,"2022-06-15 08:02:03"
"032101000001000522022819","9","0","200S","Baxi Polska",,"Sama Szafa","ECO","według schematu",NULL,"2022-06-08 08:04:32"
"032101000001000522026905","9","0","200S","Baxi Polska",,"Sama Szafa","standard","według schematu",NULL,"2022-05-30 06:22:40"
"032101000001000522033017","9","0","200S","Baxi Polska",,"Sama Szafa","ECO*","bypass",NULL,"2022-05-06 13:45:29"
"032101000001000522040851","8","0","200S","Baxi Polska",,"Sama Szafa","standard","według schematu",NULL,"2022-06-01 07:52:10"
"032101000001000522041291","9","0","200S","Panasonic",,"Sama Szafa","standard","według schematu",NULL,"2022-05-06 10:56:05"
"032101000001000522055351","9","0","200S","Pro",,"7 kW","Standard*","według schematu","mounted","2022-06-08 08:04:06"
"032101000001000522056809","9","0","200S","Samsung",,"Sama Szafa","standard","według schematu",NULL,"2022-05-06 13:03:48"
"032101000001000522060266","9","0","200S","Samsung",,"Sama Szafa","standard","według schematu",NULL,"2022-05-06 13:08:29"
"032101000001000522069373","9","0","200S","Baxi Polska",,"Sama Szafa","standard","według schematu",NULL,"2022-05-06 12:09:45"
"032101000001000522077280","9","0","200S","Baxi Polska",,"Sama Szafa","standard","według schematu",NULL,"2022-05-06 13:05:00"
"032101000001000522080998","3","0","200S","Pro",,"18 kW","Standard*","według schematu",NULL,"2022-07-06 08:33:53"
"032101000001000522090743","3","0","200S","Samsung",,"Sama Szafa","standard","według schematu",NULL,"2022-06-29 10:23:40"
"032101000001000522091485","3","0","200S","Baxi Polska",,"Sama Szafa","standard","według schematu",NULL,"2022-06-23 13:17:40"
"032101000001000522093111","3","0","200S","Samsung",,"Sama Szafa","standard","bypass",NULL,"2022-06-23 08:05:17"
"032101000001000522093766","3","0","200S","Baxi Polska",,"Sama Szafa","standard","według schematu",NULL,"2022-06-01 07:52:46"
"032101000001000522097329","9","0","200S","Baxi Polska",,"Sama Szafa","standard","według schematu",NULL,"2022-06-09 08:24:15"
"032101000001000522103883","9","0","200S","Baxi Polska",,"Sama Szafa","ECO*","bypass",NULL,"2022-05-06 13:53:23"
"032101000001000522108109","3","0","200S","ENEKO",,"Sama Szafa","Standard*","według schematu",NULL,"2022-06-30 09:04:41"
"032101000001000522109958","9","0","200S","Baxi Polska",,"Sama Szafa","standard","według schematu",NULL,"2022-05-06 12:06:14"
"032101000001000522112547","9","0","Bufor 200","BUFOR",,"BUFOR","BUFOR","Bufor",NULL,"2022-05-10 12:50:52"
"032101000001000522118967","3","0","Bufor 200","BUFOR",,"BUFOR","BUFOR","Bufor",NULL,"2022-06-23 09:26:34"
"032101000001000522132057","9","0","200S","Gree",,"Sama Szafa","standard","według schematu",NULL,"2022-06-08 08:02:30"
"032101000001000522133539","9","0","200S","Samsung",,"12 kW","standard","według schematu",NULL,"2022-05-06 10:50:44"
"032101000001000522151869","9","0","200S","Pro",,"18 kW","Standard*","według schematu",NULL,"2022-05-13 09:05:46"
"032101000001000522152174","9","0","200S","Baxi Polska",,"Sama Szafa","standard","według schematu",NULL,"2022-05-06 13:18:24"
"032101000001000522155738","9","0","200S","Gree",,"8 kW","standard","według schematu",NULL,"2022-05-06 12:24:31"
"032101000001000522165523","8","0","Bufor 200","BUFOR",,"BUFOR","BUFOR","Bufor",NULL,"2022-05-10 12:52:22"
"032101000001000522165780","3","0","200S","Pro",,"18 kW","Standard*","bypass",NULL,"2022-06-29 10:23:52"
"032101000001000522168513","9","0","200S","Pro",,"18 kW","Standard*","według schematu",NULL,"2022-06-01 07:51:33"
"032101000001000522173120","8","0","200S","Baxi Polska",,"Sama Szafa","standard","według schematu",NULL,"2022-06-01 07:52:29"
"032101000001000522176958","3","0","Bufor 200","BUFOR",,"BUFOR","BUFOR","Bufor",NULL,"2022-06-23 08:05:09"
"032101000001000522183327","3","0","200S","Baxi Polska",,"Sama Szafa","standard","według schematu",NULL,"2022-06-01 07:52:35"
"032101000001000522184962","3","0","200S","Rotenso",,"Sama Szafa","standard","według schematu",NULL,"2022-07-11 10:36:45"
"032101000001000522185410","9","0","200S","Pro",,"18 kW","Standard*","według schematu",NULL,"2022-05-06 10:36:46"
"032101000001000522186954","3","0","200S","Izzifast R290",,"3-12 kW","Standard*","według schematu",NULL,"2022-06-23 09:26:24"
"032101000001000522208486","9","0","200S","AMS",,"Sama Szafa","standard","według schematu",NULL,"2022-05-06 12:46:45"
"032101000001000522208992","9","0",NULL,NULL,NULL,NULL,NULL,NULL,"mounted",NULL
"032101000001000522214637","9","0","200S","Baxi Polska",,"Sama Szafa","standard","według schematu",NULL,"2022-05-06 12:56:05"
"032101000001000522217926","9","0","200S","Baxi Polska",,"Sama Szafa","standard","według schematu",NULL,"2022-05-06 12:04:19"
"032101000001000522226869","9","0","200S","Baxi Polska",,"Sama Szafa","standard","według schematu",NULL,"2022-05-30 06:23:10"
"032101000001000522230241","9","0","200S","SOLGEN",,"Sama Szafa","standard","według schematu",NULL,"2022-05-10 12:46:28"
"032101000001000522233530","9","0","200S","Baxi Polska",,"Sama Szafa","standard","według schematu",NULL,"2022-06-01 07:51:56"
"032101000001000522236199","3","0","200S","ENEKO",,"Sama Szafa","Standard*","według schematu",NULL,"2022-06-30 09:04:49"
"032101000001000522242876","8","0","200S","Gree",,"8 kW","standard","według schematu",NULL,"2022-05-06 13:00:45"
"032101000001000522257513","3","0","200S","Samsung",,"Sama Szafa","standard","według schematu",NULL,"2022-07-07 13:15:39"
"032101000001000522262699","9","0","200S","Pro",,"7 kW","Standard*","według schematu",NULL,"2022-05-10 12:53:51"
"032101000001000522265819","8","0","Bufor 200","BUFOR",,"BUFOR","BUFOR","Bufor",NULL,"2022-05-10 12:50:45"
"032101000001000522289337","9","0",NULL,NULL,NULL,NULL,NULL,NULL,"mounted",NULL
"032101000001000522291089","9","0",NULL,NULL,NULL,NULL,NULL,NULL,"mounted",NULL
"032101000001000522297242","3","0","200S","Samsung",,"Sama Szafa","standard","według schematu",NULL,"2022-06-13 07:05:39"
"032101000001000522301030","8","0","200S","Pro",,"7 kW","Standard*","według schematu",NULL,"2022-06-01 07:51:26"
"032101000001000522306844","9","0","200S","Samsung",,"Sama Szafa","standard","według schematu",NULL,"2022-06-22 12:47:24"
"032101000001000522314563","9","0","200S","Baxi Polska",,"Sama Szafa","standard","według schematu",NULL,"2022-05-06 13:07:01"
"032101000001000522318892","9","0","200S","Heating",,"Sama Szafa","standard","według schematu",NULL,"2022-05-12 13:07:49"
"032101000001000522320457","3","0","200S","Baxi Polska",,"Sama Szafa","standard","według schematu",NULL,"2022-06-23 13:11:34"
"032101000001000522320659","9","0","200S","Izzifast R290",,"3-12 kW","standard","według schematu",NULL,"2022-06-08 08:04:15"
"032101000001000522328273","9","0","200S","Baxi Polska",,"Sama Szafa","standard","według schematu",NULL,"2022-05-06 12:07:05"
"032101000001000522339038","9","0","200S","Rotenso",,"Sama Szafa","standard","według schematu",NULL,"2022-05-06 13:02:01"
"032101000001000522346327","9","0","200S","Samsung",,"Sama Szafa","standard","według schematu","mounted","2022-05-06 12:49:39"
"032101000001000522348967","6","0","200S","Gree",,"Sama Szafa","standard","według schematu",NULL,"2022-06-22 12:47:33"
"032101000001000522358808","3","0","200S","Baxi Polska",,"Sama Szafa","standard","według schematu",NULL,"2022-06-23 13:11:50"
"032101000001000522360362","9","0","200S","Samsung",,"Sama Szafa","standard","według schematu",NULL,"2022-06-20 06:47:30"
"032101000001000522373690","9","0","200S","Baxi Polska",,"Sama Szafa","standard","według schematu",NULL,"2022-05-06 12:05:14"
"032101000001000522379848","9","0","200S","Samsung",,"Sama Szafa","standard","według schematu",NULL,"2022-06-08 08:02:45"
"032101000001000522413121","3","0","200S","ENEKO",,"Sama Szafa","Standard*","według schematu",NULL,"2022-06-30 09:04:33"
"032101000001000522415845","9","0","200S","Samsung",,"Sama Szafa","standard","według schematu",NULL,"2022-06-15 08:02:16"
"032101000001000522429618","9","0","200S","Baxi Polska",,"Sama Szafa","ECO","według schematu",NULL,"2022-06-08 08:04:24"
"032101000001000522436481","3","0","200S","Kentherm",,"Sama Szafa","Standard*","według schematu",NULL,"2022-06-30 09:05:16"
"032101000001000522442325","9","0","200S","Samsung",,"Sama Szafa","standard","bypass","mounted","2022-06-03 09:24:53"
"032101000001000522445716","9","0","200S","Heating",,"Sama Szafa","standard","według schematu",NULL,"2022-05-12 13:07:27"
"032101000001000522467741","3","0","200S","Samsung",,"Sama Szafa","standard","według schematu",NULL,"2022-07-12 12:38:18"
"032101000001000522473187","9","0","200S","Baxi Polska",,"Sama Szafa","ECO","według schematu",NULL,"2022-06-08 08:04:41"
"032101000001000522477700","9","0","200S","Samsung",,"Sama Szafa","standard","według schematu",NULL,"2022-06-13 07:04:59"
"032101000001000522491489","3","0","200S","Baxi Polska",,"Sama Szafa","Standard*","według schematu",NULL,"2022-06-30 09:05:27"
"032101000001000522530520","9","0","200S","Baxi Polska",,"Sama Szafa","standard","według schematu",NULL,"2022-05-06 12:03:04"
"032101000001000522536677","9","0","200S","Baxi Polska",,"Sama Szafa","standard","według schematu",NULL,"2022-06-09 08:24:08"
"032101000001000522550655","5","5","250","Gree",,"8 kW","Standard*","według schematu",NULL,"2022-07-06 09:00:48"
"032101000001000522564003","3","0","200S","Samsung",,"Sama Szafa","standard","bypass",NULL,"2022-07-11 10:36:39"
"032101000001000522566302","3","0","200S","Samsung",,"Sama Szafa","standard","według schematu",NULL,"2022-06-20 06:51:14"
"032101000001000522568183","9","0","200S","SOLGEN",,"Sama Szafa","standard","według schematu",NULL,"2022-05-10 12:46:08"
"032101000001000522568220","9","0","200S","Baxi Polska",,"Sama Szafa","standard","według schematu",NULL,"2022-05-30 06:22:06"
"032101000001000522579747","9","0","200S","Baxi Polska",,"Sama Szafa","ECO*","bypass",NULL,"2022-05-06 13:49:23"
"032101000001000522588558","9","0","200S","Baxi Polska","032101000001000522588558","Sama Szafa","standard","według schematu",NULL,"2022-05-30 06:23:26"
"032101000001000522595757","9","0","200S","Baxi Polska",,"Sama Szafa","ECO*","bypass",NULL,"2022-05-06 13:50:42"
"032101000001000522603621","9","0","200S","MIDEA",,"Sama Szafa","standard","bypass",NULL,"2022-06-03 09:25:23"
"032101000001000522607002","4","0","200S","Samsung",,"Sama Szafa","standard","według schematu",NULL,"2022-06-23 08:09:23"
"032101000001000522630998","9","0","200S","Baxi Polska",,"Sama Szafa","standard","według schematu",NULL,"2022-05-30 06:22:16"
